Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему.,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему. Quantised,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи.,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи. Quantised,"values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни.","values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни. Quantised","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает.","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает. Quantised","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность.","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность. Quantised","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей.","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей. Quantised","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять.","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять. Quantised",values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания.,values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания. Quantised,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя.,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя. Quantised,"values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других.","values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других. Quantised",values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии.,values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии. Quantised,"values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения.","values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения. Quantised","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь.,values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь. Quantised,"values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным.","values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным. Quantised","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит.","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит. Quantised",values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям.,values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям. Quantised,"values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё.","values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё. Quantised","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй.","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй. Quantised","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие.","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие. Quantised"
1,1747764585485,20/05/2025 18:09,1747775385485,3,21/05/2025 00:09,226252,1,questionnaire-x8dj,,46342877,BLINDED,13465804,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,390x844,390x663,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1747766590702,20/05/2025 18:43,1747777390702,3,21/05/2025 00:43,226252,1,questionnaire-x8dj,,46343865,BLINDED,13466038,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,393x852,393x659,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5
1,1747771316494,20/05/2025 20:01,1747782116494,3,21/05/2025 02:01,226252,1,questionnaire-x8dj,,46350673,BLINDED,13466128,,live,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,414x896,414x699,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4
1,1747773662017,20/05/2025 20:41,1747784462017,3,21/05/2025 02:41,226252,1,questionnaire-x8dj,,46353031,BLINDED,13467525,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5.1,393x852,393x649,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5
1,1747812484903,21/05/2025 07:28,1747823284903,3,21/05/2025 13:28,226252,1,questionnaire-x8dj,,46360954,BLINDED,13469335,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,440x956,440x757,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6
1,1747842435094,21/05/2025 15:47,1747853235094,3,21/05/2025 21:47,226252,1,questionnaire-x8dj,,46376220,BLINDED,13473354,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,393x852,393x649,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень пох��же на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4
1,1747855436394,21/05/2025 19:23,1747866236394,3,22/05/2025 01:23,226252,1,questionnaire-x8dj,,46380442,BLINDED,13473757,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,402x874,402x671,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3
1,1747846057214,21/05/2025 16:47,1747856857214,3,21/05/2025 22:47,226252,1,questionnaire-x8dj,,46377878,BLINDED,13473856,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,430x932,430x729,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на мен�� (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6
1,1747850858863,21/05/2025 18:07,1747861658863,3,22/05/2025 00:07,226252,1,questionnaire-x8dj,,46379198,BLINDED,13474358,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x840,,,0,PVQ F,3,consent,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1747854890365,21/05/2025 19:14,1747865690365,3,22/05/2025 01:14,226252,1,questionnaire-x8dj,,46380283,BLINDED,13474635,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x648,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3
1,1747856078427,21/05/2025 19:34,1747866878427,3,22/05/2025 01:34,226252,1,questionnaire-x8dj,,46380587,BLINDED,13474683,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,428x926,428x730,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2
1,1747857659416,21/05/2025 20:00,1747868459416,3,22/05/2025 02:00,226252,1,questionnaire-x8dj,,46381017,BLINDED,13474823,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,440x956,440x758,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5
1,1747887387618,22/05/2025 04:16,1747898187618,3,22/05/2025 10:16,226252,1,questionnaire-x8dj,,46385270,BLINDED,13475866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4.1,820x1180,820x1100,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Совсем не похоже на меня (1),1
1,1747892320618,22/05/2025 05:38,1747903120618,3,22/05/2025 11:38,226252,1,questionnaire-x8dj,,46385809,BLINDED,13475941,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,393x852,393x649,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1747903561278,22/05/2025 08:46,1747914361278,3,22/05/2025 14:46,226252,1,questionnaire-x8dj,,46388435,BLINDED,13476488,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3,1470x956,1470x839,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1747910283938,22/05/2025 10:38,1747921083938,3,22/05/2025 16:38,226252,1,questionnaire-x8dj,,46391485,BLINDED,13477036,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3
1,1747914061327,22/05/2025 11:41,1747924861327,3,22/05/2025 17:41,226252,1,questionnaire-x8dj,,46392990,BLINDED,13477327,,live,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,390x844,390x648,,,0,PVQ F,3,consent,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1747912209270,22/05/2025 11:10,1747923009270,3,22/05/2025 17:10,226252,1,questionnaire-x8dj,,46392238,BLINDED,13477329,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Похоже на меня (5),5
1,1747920062945,22/05/2025 13:21,1747930862945,3,22/05/2025 19:21,226252,1,questionnaire-x8dj,,46395469,BLINDED,13478931,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,428x926,428x745,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5
1,1747928340264,22/05/2025 15:39,1747935540264,2,22/05/2025 19:39,226252,1,questionnaire-x8dj,,46399687,BLINDED,13479551,,complete,,,mobile,Apple iPhone,iOS 18.4,Mobile Safari 18.4,393x852,393x649,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1748354491616,27/05/2025 14:01,1748365291616,3,27/05/2025 20:01,226252,1,questionnaire-x8dj,,46555109,BLINDED,13513562,,complete,,,mobile,Apple iPhone,iOS 16.0.2,Mobile Safari 16.0.2,428x926,428x730,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3
1,1748364961435,27/05/2025 16:56,1748375761435,3,27/05/2025 22:56,226252,1,questionnaire-x8dj,,46565404,BLINDED,13515548,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,390x844,390x670,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
