Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему.,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему. Quantised,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи.,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи. Quantised,"values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни.","values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни. Quantised","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает.","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает. Quantised","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность.","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность. Quantised","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей.","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей. Quantised","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять.","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять. Quantised",values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания.,values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания. Quantised,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя.,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя. Quantised,"values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других.","values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других. Quantised",values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии.,values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии. Quantised,"values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения.","values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения. Quantised","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь.,values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь. Quantised,"values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным.","values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным. Quantised","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит.","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит. Quantised",values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям.,values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям. Quantised,"values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него.","values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него. Quantised","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей.","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей. Quantised","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие.","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие. Quantised"
1,1745753339532,27/04/2025 11:28,1745764139532,3,27/04/2025 17:28,209889,4,questionnaire-rdmv,,45679679,BLINDED,13288532,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1280x1024,1226x891,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5
1,1745753404244,27/04/2025 11:30,1745764204244,3,27/04/2025 17:30,209889,4,questionnaire-rdmv,,45679735,BLINDED,13288537,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1920x940,,,0,PVQ M,3,consent,M,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2
1,1745753166925,27/04/2025 11:26,1745771166925,5,27/04/2025 21:26,209889,4,questionnaire-rdmv,,45679557,BLINDED,13288539,,live,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x800,360x668,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,,,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1745753156076,27/04/2025 11:25,1745763956076,3,27/04/2025 17:25,209889,4,questionnaire-rdmv,,45679548,BLINDED,13288549,,live,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x800,360x664,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3
1,1745752864076,27/04/2025 11:21,1745770864076,5,27/04/2025 21:21,209889,4,questionnaire-rdmv,,45679251,BLINDED,13288550,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1168x946,,,0,PVQ M,3,consent,M,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5
1,1745753248070,27/04/2025 11:27,1745771248070,5,27/04/2025 21:27,209889,4,questionnaire-rdmv,,45679625,BLINDED,13288551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1745753121460,27/04/2025 11:25,1745763921460,3,27/04/2025 17:25,209889,4,questionnaire-rdmv,,45679526,BLINDED,13288557,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1920x932,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня (2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня (2),2,Немного похоже на меня (3),3
1,1745753288474,27/04/2025 11:28,1745764088474,3,27/04/2025 17:28,209889,4,questionnaire-rdmv,,45679642,BLINDED,13288558,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1600x900,1600x753,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Не похоже на меня (2),2
1,1745752995300,27/04/2025 11:23,1745763795300,3,27/04/2025 17:23,209889,4,questionnaire-rdmv,,45679411,BLINDED,13288561,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x963,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6
1,1745753002041,27/04/2025 11:23,1745763802041,3,27/04/2025 17:23,209889,4,questionnaire-rdmv,,45679422,BLINDED,13288563,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 24.10.0.0,1280x1024,1280x908,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6
1,1745753298711,27/04/2025 11:28,1745764098711,3,27/04/2025 17:28,209889,4,questionnaire-rdmv,,45679652,BLINDED,13288566,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x962,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3
1,1745753031345,27/04/2025 11:23,1745763831345,3,27/04/2025 17:23,209889,4,questionnaire-rdmv,,45679449,BLINDED,13288569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1901x955,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Не похоже на меня (2),2
1,1745752999437,27/04/2025 11:23,1745763799437,3,27/04/2025 17:23,209889,4,questionnaire-rdmv,,45679413,BLINDED,13288581,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x780,360x661,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня (2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1
1,1745752967447,27/04/2025 11:22,1745767367447,4,27/04/2025 19:22,209889,4,questionnaire-rdmv,,45679373,BLINDED,13288589,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x820,360x688,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня (2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Похоже на меня (5),5
1,1745754112611,27/04/2025 11:41,1745764912611,3,27/04/2025 17:41,209889,4,questionnaire-rdmv,,45680090,BLINDED,13288591,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x957,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Не похоже на меня (2),2,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2
1,1745753361517,27/04/2025 11:29,1745764161517,3,27/04/2025 17:29,209889,4,questionnaire-rdmv,,45679696,BLINDED,13288609,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 137.0,1600x900,1600x815,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1745755169342,27/04/2025 11:59,1745765969342,3,27/04/2025 17:59,209889,4,questionnaire-rdmv,,45680377,BLINDED,13288611,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1872x964,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3
1,1745752882649,27/04/2025 11:21,1745763682649,3,27/04/2025 17:21,209889,4,questionnaire-rdmv,,45679283,BLINDED,13288612,,live,,,computer,Desktop or Laptop,Windows 10,Firefox 137.0,1920x1080,1920x964,,,0,PVQ M,3,consent,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1745753856912,27/04/2025 11:37,1745771856912,5,27/04/2025 21:37,209889,4,questionnaire-rdmv,,45679959,BLINDED,13288615,,live,,,computer,Desktop or Laptop,Windows 7,Opera 95.0.0.0,2048x1152,1606x811,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5
1,1745756586134,27/04/2025 12:23,1745767386134,3,27/04/2025 18:23,209889,4,questionnaire-rdmv,,45679379,BLINDED,13288618,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 137.0,1280x1024,1280x899,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5
1,1745752672361,27/04/2025 11:17,1745763472361,3,27/04/2025 17:17,209889,4,questionnaire-rdmv,,45679018,BLINDED,13288625,,complete,,,mobile,undefined K,Android 10,Chrome 125.0.0.0,393x851,393x752,,,0,PVQ M,3,consent,M,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня (2),2,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6
1,1745753720414,27/04/2025 11:35,1745764520414,3,27/04/2025 17:35,209889,4,questionnaire-rdmv,,45679911,BLINDED,13288627,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1920x956,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2
1,1745708175800,26/04/2025 22:56,1745733375800,7,27/04/2025 12:56,209889,4,questionnaire-rdmv,,45679713,BLINDED,13288630,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1600x900,1600x789,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6
1,1745753326041,27/04/2025 11:28,1745764126041,3,27/04/2025 17:28,209889,4,questionnaire-rdmv,,45679665,BLINDED,13288632,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 24.10.0.0,1366x768,1366x628,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1
1,1745752990668,27/04/2025 11:23,1745770990668,5,27/04/2025 21:23,209889,4,questionnaire-rdmv,,45679403,BLINDED,13288633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1536x864,1536x738,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2
1,1745754068503,27/04/2025 11:41,1745768468503,4,27/04/2025 19:41,209889,4,questionnaire-rdmv,,45680060,BLINDED,13288634,,complete,,,mobile,undefined K,Android 10,Chrome 129.0.0.0,393x873,393x767,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1
1,1745753105490,27/04/2025 11:25,1745763905490,3,27/04/2025 17:25,209889,4,questionnaire-rdmv,,45679512,BLINDED,13288640,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x953,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Совсем не похоже на меня (1),1
1,1745753553699,27/04/2025 11:32,1745764353699,3,27/04/2025 17:32,209889,4,questionnaire-rdmv,,45679821,BLINDED,13288642,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 135.0.0.0,1280x800,1280x632,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня (2),2,Очень похоже на меня (6),6,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2
1,1745753083757,27/04/2025 11:24,1745763883757,3,27/04/2025 17:24,209889,4,questionnaire-rdmv,,45679488,BLINDED,13288646,,live,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x812,360x720,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2
