Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему.,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему. Quantised,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи.,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи. Quantised,"values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни.","values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни. Quantised","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает.","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает. Quantised","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность.","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность. Quantised","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей.","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей. Quantised","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять.","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять. Quantised",values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания.,values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания. Quantised,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя.,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя. Quantised,"values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других.","values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других. Quantised",values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии.,values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии. Quantised,"values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения.","values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения. Quantised","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь.,values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь. Quantised,"values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным.","values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным. Quantised","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит.","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит. Quantised",values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям.,values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям. Quantised,"values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё.","values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё. Quantised","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй.","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй. Quantised","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие.","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие. Quantised"
1,1745570293151,25/04/2025 08:38,1745584693151,4,25/04/2025 16:38,209889,4,questionnaire-x8dj,,45633796,BLINDED,13274697,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x800,360x692,,,0,PVQ F,3,consent,F,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1
1,1745574793684,25/04/2025 09:53,1745585593684,3,25/04/2025 15:53,209889,4,questionnaire-x8dj,,45635380,BLINDED,13274814,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 117.0.0.0,1920x1080,1534x730,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2
1,1745574201056,25/04/2025 09:43,1745585001056,3,25/04/2025 15:43,209889,4,questionnaire-x8dj,,45635223,BLINDED,13275142,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1462x746,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Не похоже на меня(2),2
1,1745584312007,25/04/2025 12:31,1745595112007,3,25/04/2025 18:31,209889,4,questionnaire-x8dj,,45639140,BLINDED,13276504,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x900,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3
1,1745587015401,25/04/2025 13:16,1745597815401,3,25/04/2025 19:16,209889,4,questionnaire-x8dj,,45640743,BLINDED,13277034,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,384x832,384x701,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3
1,1745590614442,25/04/2025 14:16,1745601414442,3,25/04/2025 20:16,209889,4,questionnaire-x8dj,,45642635,BLINDED,13277264,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,430x932,430x724,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Похоже на меня (5),5
1,1745589607330,25/04/2025 14:00,1745614807330,7,26/04/2025 04:00,209889,4,questionnaire-x8dj,,45642186,BLINDED,13277527,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x800,360x663,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3
1,1745590751629,25/04/2025 14:19,1745608751629,5,26/04/2025 00:19,209889,4,questionnaire-x8dj,,45642695,BLINDED,13277569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x991,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2
1,1745591370865,25/04/2025 14:29,1745605770865,4,25/04/2025 22:29,209889,4,questionnaire-x8dj,,45642970,BLINDED,13277619,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,370x816,369x680,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5
1,1745593849681,25/04/2025 15:10,1745611849681,5,26/04/2025 01:10,209889,4,questionnaire-x8dj,,45645055,BLINDED,13278149,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x771,360x687,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,,,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5
1,1745597187913,25/04/2025 16:06,1745607987913,3,25/04/2025 22:06,209889,4,questionnaire-x8dj,,45650410,BLINDED,13278673,,complete,,,mobile,Samsung SM-A515F,Android 12,Yandex 25.20.1,412x915,412x777,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3
1,1745596821497,25/04/2025 16:00,1745607621497,3,25/04/2025 22:00,209889,4,questionnaire-x8dj,,45650270,BLINDED,13278725,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x800,360x708,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4
1,1745601433715,25/04/2025 17:17,1745626633715,7,26/04/2025 07:17,209889,4,questionnaire-x8dj,,45654146,BLINDED,13279061,,complete,,,mobile,Huawei NTH-NX9,Android 13,Yandex 25.4.0.261.00,424x918,423x821,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5
1,1745601815491,25/04/2025 17:23,1745612615491,3,25/04/2025 23:23,209889,4,questionnaire-x8dj,,45654767,BLINDED,13279377,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 137.0,1536x960,1536x799,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1745663619776,26/04/2025 10:33,1745674419776,3,26/04/2025 16:33,209889,4,questionnaire-x8dj,,45665595,BLINDED,13283895,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x840,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1745669147948,26/04/2025 12:05,1745679947948,3,26/04/2025 18:05,209889,4,questionnaire-x8dj,,45666800,BLINDED,13284386,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x796,360x665,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1745671124170,26/04/2025 12:38,1745681924170,3,26/04/2025 18:38,209889,4,questionnaire-x8dj,,45667284,BLINDED,13284406,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,384x824,384x692,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2
1,1745671489409,26/04/2025 12:44,1745678689409,2,26/04/2025 16:44,209889,4,questionnaire-x8dj,,45667361,BLINDED,13284531,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1200,1920x1073,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2
1,1745677846629,26/04/2025 14:30,1745688646629,3,26/04/2025 20:30,209889,4,questionnaire-x8dj,,45668540,BLINDED,13284989,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,393x852,393x649,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1745681212946,26/04/2025 15:26,1745692012946,3,26/04/2025 21:26,209889,4,questionnaire-x8dj,,45669182,BLINDED,13285216,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4.1,1440x900,1440x820,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6
1,1745737863482,27/04/2025 07:11,1745748663482,3,27/04/2025 13:11,209889,4,questionnaire-x8dj,,45675919,BLINDED,13287354,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,1440x900,1304x712,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Не похоже на меня(2),2
1,1745753085514,27/04/2025 11:24,1745763885514,3,27/04/2025 17:24,209889,4,questionnaire-x8dj,,45679498,BLINDED,13288505,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x593,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6
1,1745752959953,27/04/2025 11:22,1745778159953,7,28/04/2025 01:22,209889,4,questionnaire-x8dj,,45679367,BLINDED,13288509,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1920x964,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Очень похоже на меня (6),6
1,1745752849381,27/04/2025 11:20,1745763649381,3,27/04/2025 17:20,209889,4,questionnaire-x8dj,,45679231,BLINDED,13288511,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 117.0.0.0,1865x1049,1409x913,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5
1,1745752856688,27/04/2025 11:20,1745763656688,3,27/04/2025 17:20,209889,4,questionnaire-x8dj,,45679245,BLINDED,13288512,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x731,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4
1,1745753038474,27/04/2025 11:23,1745778238474,7,28/04/2025 01:23,209889,4,questionnaire-x8dj,,45679459,BLINDED,13288514,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1920x1080,1866x920,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Совсем не похоже на меня (1),1
1,1745753444978,27/04/2025 11:30,1745764244978,3,27/04/2025 17:30,209889,4,questionnaire-x8dj,,45679756,BLINDED,13288516,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x919,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1745767672695,27/04/2025 15:27,1745771272695,1,27/04/2025 17:27,209889,4,questionnaire-x8dj,,45679668,BLINDED,13288519,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,393x873,392x735,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3
