"StartDate","EndDate","Status","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1.2","country","Q2.1","Q2.2","Q2.2_2_TEXT","Q2.3_1","Q2.3_2","Q2.3_3","Q3.2","Q5.2","Q5.3","Q5.4","Q6.2","Q6.3","Q6.4","Q7.2","Q7.3","Q7.4","Q8.2","Q8.3","Q8.4","Q9.2","Q9.3","Q9.4","Q10.2","Q10.3","Q10.4","Q11.2","Q11.3","Q11.4","Q12.2","Q12.3","Q12.4","Q13.2","Q13.3","Q13.4","Q14.2","Q14.3","Q14.4","Q15.2","Q15.3","Q15.4","Q16.2","Q16.3","Q16.4","Q17.2","Q17.3","Q17.4","Q18.2","Q18.3","Q18.4","Q19.2","Q19.3","Q19.4","Q20.2","Q20.3","Q20.4","Q21.2","Q21.3","Q21.4","Q22.2","Q22.3","Q22.4","Q23.2","Q23.3","Q23.4","Q24.2","Q24.3","Q24.4","Q25.2","Q25.3","Q25.4","Q26.2","Q26.3","Q26.4","Q27.2","Q27.3","Q27.4","Q28.2","Q28.3","Q28.4","Q29.2","Q29.3","Q29.4","Q30.2","Q30.3","Q30.4","Q31.2","Q31.3","Q31.4","Q32.2","Q32.3","Q32.4","Q33.2","Q33.3","Q33.4","Q34.2","Q34.3","Q34.4","Q35.2","Q35.3","Q35.4","Q36.2","Q36.3","Q36.4","Q37.2","Q37.3","Q37.4","Q38.2","Q38.3","Q38.4","Q39.2","Q39.3","Q39.4","Q40.2","Q40.3","Q40.4","Q41.3","Q41.4","Q42.2","Q42.3","Q43.2","Q43.3","Q44.2","Q44.3","Q45.2","Q45.3","Q46.2","Q46.3","FL_48_DO_Itemevaluation1","FL_48_DO_Itemevaluation2","FL_48_DO_Itemevaluation3","FL_48_DO_Itemevaluation4","FL_48_DO_Itemevaluation5","FL_48_DO_Itemevaluation6","FL_48_DO_Itemevaluation7","FL_48_DO_Itemevaluation8","FL_48_DO_Itemevaluation9","FL_48_DO_Itemevaluation10","FL_48_DO_Itemevaluation11","FL_48_DO_Itemevaluation12","FL_48_DO_Itemevaluation13","FL_48_DO_Itemevaluation14","FL_48_DO_Itemevaluation15","FL_48_DO_Itemevaluation16","FL_48_DO_Itemevaluation17","FL_48_DO_Itemevaluation18","FL_48_DO_Itemevaluation19","FL_48_DO_Itemevaluation20","FL_48_DO_Itemevaluation21","FL_48_DO_Itemevaluation22","FL_48_DO_Itemevaluation23","FL_48_DO_Itemevaluation24","FL_48_DO_Itemevaluation25","FL_48_DO_Itemevaluation26","FL_48_DO_Itemevaluation27","FL_48_DO_Itemevaluation28","FL_48_DO_Itemevaluation29","FL_48_DO_Itemevaluation30","FL_48_DO_Itemevaluation31","FL_48_DO_Itemevaluation32","FL_48_DO_Itemevaluation33","FL_48_DO_Itemevaluation34","FL_48_DO_Itemevaluation35","FL_48_DO_Itemevaluation36"
2024-02-13 10:53:22,2024-02-13 11:48:28,0,100,3306,1,2024-02-13 11:48:29,"R_3OiWYClarjJR2ZI","anonymous","EN",1,NA,"Portugal",2,"Portuguese",2,2,2,"",NA,NA,NA,1,3,3,1,4,2,1,4,1,1,4,1,1,4,3,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,4,1,NA,NA,NA,2,3,1,NA,NA,NA,3,2,1,NA,NA,NA,4,3,2,4,4,3,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,6,3,1,6,3,1,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,"I'm not so sure about English, but in other languages the use of the word ""people"" refers to others, thereby preventing the self-referential sense.","Please see comment above.","Keeping promises also has a lot to do with reputation and individual honor.","","Who are ""they"" in the sentence ""If a person is insulted and they don?t respond, they will look weak""?
Also, please see comment on the use of ""people"" when measuring self-related attributes.","","Who are ""they"" in the sentence ""If a person?s friend?s reputation is questioned, they should come to their defense""?
The sentence ""Men should protect the reputation of women they are related to"" is not gender-neutral. Should be avoided or rephrased.","","Please see previous comment regarding the word ""people"".","","","",NA,3,17,7,12,5,NA,14,NA,NA,NA,13,8,NA,16,NA,10,NA,11,15,NA,NA,4,NA,18,NA,NA,2,1,9,NA,NA,NA,6,NA,NA
2024-02-13 11:24:58,2024-02-13 11:55:13,0,100,1814,1,2024-02-13 11:55:14,"R_4w0vPIRur7i1F4D","anonymous","EN",1,NA,"India",2,"Hindi",4,3,4,"",NA,NA,NA,1,5,1,NA,NA,NA,1,5,1,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,2,3,2,2,5,2,NA,NA,NA,3,4,1,NA,NA,NA,3,4,1,3,4,1,NA,NA,NA,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,3,3,1,NA,NA,NA,5,4,2,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,6,4,1,NA,NA,NA,6,4,1,6,4,1,"","Here is a suggestion for an additional statement-
1. People?s worth is independent of how others treat them.
","These items are good but I am thinking if items 1, 2, 3, and 5 can also overlap with the concept of moral honor. And item 4 can overlap with self concern, unless we say 'We should treat others with self-respect, no matter who they are' which makes the direction from us to others clear.","The sixth item very well represents this dimension. Here are some suggestions for items like the sixth one - 
1. People should accept the diverse identities that others hold, even if they don't align with their own.
2. People should acknowledge the feelings of others, even when they feel differently. 
3. People should consider what others think and feel before forming their own opinions about others.   
 4. People should acknowledge the decisions of others even if they do not agree to them. 
5. People should acknowledge the opinions of others even if they are not in line with their own.
","","","All items are good, but I am thinking for item 6, if it overlaps with honor, self-concern.","","","","I am not so sure of item 1, and am thinking it could overlap with face, self-concern, since all other items suggest what people should 'do' to keep harmony and good relationships. But item 1 suggests what people should 'be' in order to keep relations intact. So that could also be one of the expectations and similar to the items of self-concern, which also suggest that people should know what is expected of them.","",NA,3,NA,15,NA,13,NA,NA,17,NA,8,5,NA,4,NA,1,16,NA,2,NA,NA,NA,9,18,NA,7,11,NA,NA,NA,10,NA,14,NA,6,12
2024-02-13 11:47:38,2024-02-13 12:05:28,0,100,1070,1,2024-02-13 12:05:28,"R_2Wp28YFhFE16kDv","anonymous","EN",1,NA,"Serbia",2,"Serbian",2,2,2,"",3,4,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,4,3,1,NA,NA,NA,3,2,1,NA,NA,NA,4,3,1,3,4,1,NA,NA,NA,NA,NA,NA,2,4,1,2,4,1,NA,NA,NA,2,3,1,NA,NA,NA,5,2,1,NA,NA,NA,3,4,1,6,5,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,6,3,1,2,5,1,"","","","","","To be honest. the distinction between dignity and honor was not clear to me based on provided description. For example, item A person must show strength to be respected seems more like dignity to me, than honor.","","Considering that face couture is defined by social roles, I assumed that item Men should protect the reputation of women they are related to is more in line with face, than honor.","","People should avoid situations where they could be embarrassed - seems like it is more dignity than face...","","",8,14,NA,NA,NA,NA,15,NA,9,NA,13,NA,3,6,NA,NA,1,18,NA,16,NA,7,NA,2,4,12,NA,NA,NA,17,NA,NA,NA,11,10,5
2024-02-13 11:46:05,2024-02-13 12:06:18,0,100,1213,1,2024-02-13 12:06:18,"R_8HBObIV40Fi6lvd","anonymous","EN",1,NA,"Poland",2,"Polish",3,2,2,"One element of the ""other-concern"" definition, i.e., ""universalistic morality"" may not be very clear to regular survey respondents",NA,NA,NA,NA,NA,NA,1,4,1,1,4,1,1,4,1,1,4,1,NA,NA,NA,2,3,1,NA,NA,NA,2,5,1,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,3,3,1,3,3,1,NA,NA,NA,NA,NA,NA,4,5,1,NA,NA,NA,6,5,1,NA,NA,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,5,5,1,3,2,1,NA,NA,NA,3,3,1,5,2,2,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All items seem fine","","I am not fully convinced to item number 5 (People should keep the secrets they have been trusted with, no matter whose secret it is). It seems a long stretch from the definition - I like item number 1 much more.","Perhaps the item ""People should never talk about others behind their back in a negative way"" could be extended to ""People should never talk about others behind their back in a negative way,  no matter who that person is""","Item number 3 (A person who has no honor is not worthy of respect) seems very abstract and repetitive.","","Item number 4 (Men should protect the reputation of women they are related to) is quite sexist","The item I mentioned above could be changed to ""People should protect the reputation of others they are related to""","Items 2 and 4 sound very similar, same with items 3 and 6","","","",NA,NA,14,11,12,13,NA,6,NA,10,NA,17,NA,NA,15,2,NA,NA,5,NA,16,NA,9,NA,NA,NA,7,1,8,NA,18,3,4,NA,NA,NA
2024-02-13 12:03:27,2024-02-13 12:16:59,0,100,812,1,2024-02-13 12:17:01,"R_47jMztvvIlj88tN","anonymous","EN",1,NA,"Thailand",2,"Thai",4,4,4,"",NA,NA,NA,1,4,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,3,3,2,3,4,2,3,4,2,1,4,2,NA,NA,NA,NA,NA,NA,1,4,2,4,4,2,NA,NA,NA,6,4,2,4,4,2,4,4,2,NA,NA,NA,2,4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,3,4,NA,NA,NA,NA,NA,NA,6,4,2,6,4,2,NA,NA,NA,"","","","","","","","","","","","",NA,11,7,NA,NA,NA,NA,NA,NA,18,NA,14,9,6,10,NA,NA,2,16,NA,5,3,8,NA,13,12,NA,NA,NA,17,1,NA,NA,4,15,NA
2024-02-13 12:10:26,2024-02-13 12:58:00,0,100,2853,1,2024-02-13 12:58:02,"R_42FBriwRxs976s1","anonymous","EN",1,NA,"Russia",2,"Russian",5,5,5,"",1,5,1,1,5,1,NA,NA,NA,NA,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,2,2,3,2,2,5,2,NA,NA,NA,3,5,1,3,4,3,3,5,1,3,5,1,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,6,5,1,3,5,1,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,NA,NA,NA,NA,NA,NA,5,5,1,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","",11,2,NA,NA,15,NA,NA,NA,17,7,6,5,NA,18,8,14,12,NA,NA,4,NA,NA,13,9,16,NA,NA,NA,3,NA,NA,1,10,NA,NA,NA
2024-02-13 12:40:02,2024-02-13 13:09:02,0,100,1740,1,2024-02-13 13:09:03,"R_7qW4eQxpX4x3kYH","anonymous","EN",1,NA,"GREECE",2,"Greek",3,3,3,"",NA,NA,NA,NA,NA,NA,1,4,1,1,5,NA,NA,NA,NA,1,5,1,1,4,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,5,1,NA,NA,NA,4,5,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,4,1,5,4,1,NA,NA,NA,6,5,1,6,5,1,NA,NA,NA,NA,NA,NA,6,4,1,4,4,1,6,4,1,"","","","","","","","","","","","",NA,NA,5,8,NA,11,16,2,NA,NA,NA,NA,15,NA,NA,NA,NA,14,6,NA,4,18,NA,NA,NA,13,1,7,NA,10,12,NA,NA,17,9,3
2024-02-13 11:20:46,2024-02-13 13:14:46,0,100,6839,1,2024-02-13 13:14:46,"R_4tKBCFVheU6qPu3","anonymous","EN",1,NA,"Türkiye / Turkey",2,"Turkish",3,2,1,"",1,5,1,NA,NA,NA,NA,NA,NA,1,4,1,1,4,2,1,5,2,2,4,2,3,2,1,2,4,2,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,3,3,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,3,4,2,5,3,1,3,4,1,NA,NA,NA,NA,NA,NA,2,1,2,6,4,2,NA,NA,NA,NA,NA,NA,6,4,1,"","","""People should not lie to others, no matter who they are."" I think it would be appropriate to remove this item. We all lie in our adult lives, even if it is very simple. Therefore, I think the article is too general. If we were working with young children it might make sense, but I think it would not be very functional when directed at adults.","","I think this item in particular is gender-sensitive. ""A person must show strength to be respected"" It is uncommon for a woman to show strength. A woman's reputation is about conforming to norms. I don't think power is a norm for women. Unfortunately, I don't have any revision for the item. I can only suggest removal.","","I don't think the item ""A person cannot be respected if they are not true to their word"" is appropriate for other-concern. The meaning of the item is to protect one's own honor, not to protect the reputation of others. Therefore I think it is more appropriate for self-concern.","","","","","",4,NA,NA,7,5,17,10,3,12,NA,18,NA,NA,NA,NA,13,15,NA,NA,9,NA,NA,NA,6,NA,NA,1,2,8,NA,NA,11,14,NA,NA,16
2024-02-13 13:27:49,2024-02-13 13:47:44,0,100,1194,1,2024-02-13 13:47:45,"R_6FPuj75bvutU7Lp","anonymous","EN",1,NA,"Austria",2,"German",2,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,3,3,3,2,5,1,4,3,1,NA,NA,NA,3,4,2,2,5,1,3,5,1,3,5,1,NA,NA,NA,3,4,2,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,NA,NA,NA,5,5,1,NA,NA,NA,5,5,2,6,4,2,6,3,1,4,5,2,NA,NA,NA,2,5,2,4,3,1,"they all sound quite good to me","","","Using the word 'respect' rather triggers the 'honor' association for me","/","/","","bringing in other social dimensions (friendship/family/men and women) might capture other values in the answers, than the one's, this project is aiming for","/","/","/","/",NA,NA,NA,4,NA,NA,14,11,15,NA,18,8,7,2,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,9,NA,17,1,10,16,NA,13,3
2024-02-13 13:13:22,2024-02-13 13:58:36,0,100,2714,1,2024-02-13 13:58:38,"R_4cvVoowJGFRA5Ix","anonymous","EN",1,NA,"Korea",2,"Korean",3,5,5,"",1,5,2,1,4,2,1,4,2,NA,NA,NA,2,4,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,1,3,2,3,4,2,4,4,2,4,4,2,3,4,2,5,4,2,1,4,2,5,4,2,NA,NA,NA,1,4,2,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,NA,NA,NA,NA,NA,NA,"","","","","","","I don't know why items #6 and #7 are not considered as other-concern but not as self-concern. Also, most items seems to be also relevant to face.","","","","","",10,15,18,NA,14,9,NA,NA,NA,13,NA,NA,NA,NA,5,NA,NA,4,2,7,17,6,16,11,1,NA,3,NA,8,NA,NA,NA,NA,12,NA,NA
2024-02-13 13:40:44,2024-02-13 14:35:09,0,100,3265,1,2024-02-13 14:35:10,"R_7kF8xGHPiBrJA8E","anonymous","EN",1,NA,"Canada",1,"",2,1,2,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,5,NA,3,4,NA,2,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,4,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,4,NA,6,4,NA,NA,NA,NA,4,4,NA,6,4,NA,"","","","","","Should there be consistency in reference to ""A person"" and ""People""? So each item says ""A person..."" or ""People"" rather than intermixing them?","I would drop item no. 4 because it refers to sex or gender of persons whereas the others do not. I would drop item no. 1 or no. 7. Retain items 2, 3, 5, and 6.","","","If consistency is needed, then revise item no. 5 to ""People...""","","Revision to item no. 2: People should be extremely careful not to embarrass others, especially if it is someone of a higher rank",18,NA,NA,NA,1,13,17,NA,NA,7,14,11,4,NA,NA,NA,2,NA,NA,6,NA,NA,NA,3,16,NA,9,NA,NA,8,NA,12,15,NA,10,5
2024-02-13 16:31:12,2024-02-13 17:21:06,0,100,2994,1,2024-02-13 17:21:07,"R_6v5L2OjM7TqC0Xh","anonymous","EN",1,NA,"Italy",2,"Italian",4,1,1,"",NA,NA,NA,5,3,2,1,3,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,3,3,2,3,3,2,NA,NA,NA,6,3,2,4,4,2,NA,NA,NA,4,4,2,3,4,2,4,3,2,NA,NA,NA,NA,NA,NA,5,4,2,NA,NA,NA,5,4,3,5,2,3,NA,NA,NA,6,4,2,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,"I think that all the items are ok","Some reverse items could be included","I'm not sure about Item 5: ""People should keep the secrets they have been trusted with, no matter whose secret it is"". It might have some overlap with honor culture.","","Item 6: ""People should not expect respect from others if they did not earn it"" should not be used. It is too broad and overlaps with face culture","In item 3 ""has not honor"" could be confusing","Items 6, ""A person cannot be respected if they are not true to their word"", and 2 "", If a person?s friend?s reputation is questioned, they should come to their defence"", could be problematic. Item 2 because friends are not as close as a family or a woman a man is related to. Item 6 because ""are not are not true to their word"" is not absolute, is not necessarily tied to one's family, and is not always true in honor culture.","reverse items are missing","Item 4 ""People should avoid situations where they could be embarrassed"" could be too generic","","","",NA,11,10,13,NA,NA,NA,18,4,NA,NA,NA,NA,2,8,12,NA,14,17,NA,15,6,1,NA,NA,7,NA,3,5,NA,16,NA,NA,9,NA,NA
2024-02-13 17:44:55,2024-02-13 17:57:37,0,100,761,1,2024-02-13 17:57:37,"R_2J0BNtMuEF6IvSh","anonymous","EN",1,NA,"Germany",2,"German",2,2,2,"",NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,1,5,1,3,3,1,1,4,1,NA,NA,NA,3,3,1,NA,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,4,3,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,NA,NA,NA,5,5,1,NA,NA,NA,5,5,1,NA,NA,NA,5,4,1,5,5,1,NA,NA,NA,6,4,1,NA,NA,NA,4,4,1,6,5,1,"All seem to fit quite well (I'm not a native speaker though).","","6 is probably not as precise as the others. I would focus either on opinion OR lifestyle.","","All seem to fit quite well.","","4 is probably not ideal, because the responses may vary as a function of the person's gender.","","All seem to fit quite well.","","All seem to fit quite well (I'm not a native speaker though).","",NA,11,NA,NA,7,NA,NA,NA,17,9,8,4,NA,14,NA,16,NA,NA,13,2,NA,NA,NA,12,NA,5,NA,10,NA,6,18,NA,1,NA,15,3
2024-02-13 19:54:49,2024-02-13 20:09:57,0,100,908,1,2024-02-13 20:09:58,"R_45KhVsvqy6xBDoa","anonymous","EN",1,NA,"Singapore",1,"",3,3,3,"",1,3,NA,NA,NA,NA,3,4,NA,1,4,NA,NA,NA,NA,1,4,NA,2,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,5,NA,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,4,NA,6,4,NA,NA,NA,NA,4,2,NA,NA,NA,NA,5,5,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","",18,NA,12,2,NA,5,9,8,NA,NA,NA,NA,7,NA,3,NA,15,6,NA,NA,1,14,10,NA,17,NA,13,NA,11,NA,NA,4,NA,16,NA,NA
2024-02-13 20:28:10,2024-02-13 21:09:54,0,100,2504,1,2024-02-13 21:09:55,"R_41btSezEeA4tgkh","anonymous","EN",1,NA,"Hungary",2,"Hungarian",3,3,3,"",1,3,1,5,3,2,1,3,1,NA,NA,NA,1,3,1,NA,NA,NA,6,4,1,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,4,1,4,4,1,4,4,1,NA,NA,NA,4,4,1,1,4,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,3,3,1,NA,NA,NA,4,4,1,"","","","","I am not sure that these items measure what is the definition of honor right now. Other than the need for defending the reputation, these items reflect on the nature/values of the tools of that defence.","","","","","","","",7,5,13,NA,16,NA,6,15,NA,NA,NA,NA,NA,9,NA,NA,NA,17,10,12,14,NA,3,11,4,NA,NA,NA,2,NA,NA,8,NA,18,NA,1
2024-02-14 00:13:13,2024-02-14 00:39:59,0,100,1606,1,2024-02-14 00:40:00,"R_3DnXnOcMZrEbAKN","anonymous","EN",1,NA,"Taiwan",2,"Chinese (traditional)",2,5,2,"",1,3,4,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,3,2,3,3,NA,NA,NA,2,2,4,2,4,4,3,4,4,NA,NA,NA,3,4,3,3,3,3,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,5,3,3,NA,NA,NA,5,2,3,6,4,3,5,3,3,NA,NA,NA,NA,NA,NA,"","","","","","","","","#1 (related to #3)","","","",16,6,12,NA,NA,NA,1,3,17,NA,4,14,15,NA,2,5,NA,7,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,11,18,NA,10,8,9,NA,NA
2024-02-14 01:31:03,2024-02-14 02:15:05,0,100,2642,1,2024-02-14 02:15:05,"R_3f3Qe34BTiQnB62","anonymous","EN",1,NA,"United States",1,"",3,2,2,"These descriptions seem solid.",NA,NA,NA,1,4,NA,1,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,4,NA,6,3,NA,2,3,NA,2,5,NA,2,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,3,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,2,2,NA,NA,NA,NA,6,4,NA,"My initial sense is that #4 is not as great a measure of the construct as the others. I think this is because the concepts of respect and face are so closely linked.","","I initially thought that #2 was perhaps not a great measure of the construct, but when reflecting on why this is the case, I couldn't come up with a solid reason. I think it stands out (followed by #6 as a close second) for being about action not directed towards an individual, whereas the rest of the items are about action towards an individual.  Not sure if that's a valid reason for it to be a less better measure of the construct, however.","","#3 seems to be less about the self than the others. It feels more like an honor, other-concern item.","","#6 stands out for not referring to one's in-group. This seems to violate the description of the construct (focus on group honor, protecting in-group reputation).","","#6 seems to be more of a face, other-concern type item (the wording reflects other people vs self). #5 seems to get at the same notion, but is more self focused. Also, I don't like the idea of ""doing something well"" as face preserving; not if one didn't give max effort (see below).","what about the idea of giving full, 100% effort in fulfilling one's obligations? For a person concerned with preserving self face/status, it's perhaps less about doing something well than doing it to your maximum capability - that is, failing but knowing one gave one's best effort would preserve face; similarly, ""doing something well"" in the eyes of others, but giving less than 100% effort might not be self face preserving.","these seem pretty solid to me.","",NA,16,8,NA,6,NA,18,17,15,2,13,10,NA,NA,14,3,NA,NA,NA,11,NA,NA,NA,NA,7,NA,4,NA,NA,1,NA,NA,5,9,NA,12
2024-02-14 05:31:14,2024-02-14 05:39:17,0,100,482,1,2024-02-14 05:39:18,"R_4CDg8oaldVZ6jCk","anonymous","EN",1,NA,"Australia",1,"",3,3,3,"",1,3,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,4,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,3,NA,4,3,NA,3,3,NA,NA,NA,NA,5,3,NA,NA,NA,NA,5,3,NA,5,3,NA,NA,NA,NA,6,3,NA,6,3,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,"","","These seem less clear People should be treated with respect, no matter who they are -- 'who they are' = confusing
People should keep the secrets they have been trusted with, no matter whose secret it is - seems like a self-honouring thing","","","","Men should protect the reputation of women they are related to - this is the only gendered item - introduces sexist norms?","","","","","",17,NA,NA,2,NA,11,NA,NA,NA,NA,NA,NA,9,16,NA,NA,6,4,1,NA,5,18,12,14,NA,15,NA,8,10,NA,7,3,NA,NA,13,NA
2024-02-14 10:43:55,2024-02-14 11:04:35,0,100,1239,1,2024-02-14 11:04:36,"R_44iphWor7YEhBZ4","anonymous","EN",1,NA,"United Kingdom",1,"",1,1,1,"",3,3,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,2,3,NA,2,3,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,4,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,1,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,5,3,NA,NA,NA,NA,6,3,NA,6,5,NA,NA,NA,NA,NA,NA,NA,6,5,NA,"People?s opinions should be independent of what others around them think.

This item seems to be less about internal worth than the others. It could also be misconstrued as meaning that people should have opinions that are different to others.","","People should not lie to another person, no matter who that person is

The act of lying seems more focused on the liar, i.e., on their choice to lie than on what it might imply about the other person. This is also differently valenced to the items about keeping secrets/promises.","","People should punish those who insult them

I had this item to respond to and I found it hard to decide if it was self-concern or other-concern. Also, being able to punish others implies some position of power which may not apply to all situations.","","A person cannot be respected if they are not true to their word

I would find it hard to work out if this item was self-concern or other-concern.","","People should control their behavior in front of others

I found it hard to categorise this one as ""behavior"" is so broad.","For this item ""People should avoid situations where they could be embarrassed"" there are lots of situations where embarrassment might happen  which are about a group rather than the self. I wonder if it might be better if this item were phrased as ""People should avoid situations where they could look incompetent.""","","People should avoid making others look incompetent.
",11,NA,10,NA,NA,NA,4,16,3,7,NA,NA,NA,6,2,NA,NA,17,NA,5,18,NA,NA,NA,1,15,NA,12,NA,14,NA,13,8,NA,NA,9
