StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Gender,Age,Education,US state,Race/ethnicity,Migration,DHF_endorsement_1,DHF_endorsement_2,DHF_endorsement_3,DHF_endorsement_4,DHF_endorsement_5,DHF_endorsement_6,DHF_endorsement_7,DHF_endorsement_8,DHF_endorsement_9,DHF_endorsement_10,DHF_endorsement_11,DHF_endorsement_12,DHF_endorsement_13,DHF_endorsement_14,DHF_endorsement_15,DHF_endorsement_16,DHF_endorsement_17,DHF_endorsement_18,DHF_endorsement_19,DHF_endorsement_20,DHF_endorsement_21,DHF_endorsement_22,DHF_endorsement_23,DHF_endorsement_24,DHF_endorsement_25,DHF_endorsement_26,DHF_endorsement_27,DHF_endorsement_28,DHF_endorsement_29,DHF_endorsement_30,DHF_Norms_1,DHF_Norms_2,DHF_Norms_3,DHF_Norms_4,DHF_Norms_5,DHF_Norms_6,DHF_Norms_7,DHF_Norms_8,DHF_Norms_9,DHF_Norms_10,DHF_Norms_11,DHF_Norms_12,DHF_Norms_13,DHF_Norms_14,DHF_Norms_15,DHF_Norms_16,DHF_Norms_17,DHF_Norms_18,DHF_Norms_19,DHF_Norms_20,DHF_Norms_21,DHF_Norms_22,DHF_Norms_23,DHF_Norms_24,DHF_Norms_25,DHF_Norms_26,DHF_Norms_27,DHF_Norms_28,DHF_Norms_29,DHF_Norms_30,Reciprocity_1,Reciprocity_2,Reciprocity_3,Reciprocity_4,Reciprocity_5,Reciprocity_6,Self-construal_1,Self-construal_2,Self-construal_3,Self-construal_4,Self-construal_5,Self-construal_6,Self-construal_7,Self-construal_8,Self-construal_9,Self-construal_10,Self-construal_11,Self-construal_12,Self-construal_13,Self-construal_14,Self-construal_15,Self-construal_16,Self-construal_17,Self-construal_18,Self-construal_19,Self-construal_20,Self-construal_21,Self-construal_22,Self-construal_23,Self-construal_24,Dictator comp 1,Dictator comp 2,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Dictator_decision,Ultimatum comp 1,Ultimatum comp 2,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Ultimatum Receiver_1,Ultimatum Receiver_2,Ultimatum Receiver_3,Ultimatum Receiver_4,Ultimatum Receiver_5,Ultimatum Receiver_6,Ultimatum Receiver_7,Ultimatum Receiver_8,Ultimatum Receiver_9,Ultimatum Receiver_10,Ultimatum Receiver_11,Ultimatum Proposer_1,Ultimatum Proposer_2,Ultimatum Proposer_3,Ultimatum Proposer_4,Ultimatum Proposer_5,Ultimatum Proposer_6,Ultimatum Proposer_7,Ultimatum Proposer_8,Ultimatum Proposer_9,Ultimatum Proposer_10,Ultimatum Proposer_11,Ultimatum expect_1,Ultimatum expect_2,Ultimatum expect_3,Ultimatum expect_4,Ultimatum expect_5,Ultimatum expect_6,Ultimatum expect_7,Ultimatum expect_8,Ultimatum expect_9,Ultimatum expect_10,Ultimatum expect_11
09/05/2023 20:35,09/05/2023 20:41,IP Address,100,344,TRUE,09/05/2023 20:41,R_3w59TvRkKZ0utcR,Man,19,"High school graduate, diploma or the equivalent (for example: GED)",Texas,Hispanic or Latino,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
",5,6,6,3½,4½,4½,"Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me very well
4
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
",4½,4½,"Describes me exactly
5
","Describes me exactly
5
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,7.343,7.343,7.916,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,5.445,9.883,10.384,11,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,1,2,2,2,7,8,8,8,8,9,9,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:25,09/05/2023 20:42,IP Address,100,1015,TRUE,09/05/2023 20:42,R_3e2MRIvkxG8E5HH,Woman,57,Master’s degree,Texas,White,I was born and raised in the USA,Agree,Strongly agree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,"Applies to me perfectly
7
","Applies to me perfectly
7
",6,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me moderately
3
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me moderately
3
","Describes me a little
2
",3½,"Doesn’t describe me at all
1
","Describes me a little
2
","Describes me exactly
5
","Doesn’t describe me at all
1
",4½,"Doesn’t describe me at all
1
",3½,4½,"Describes me exactly
5
","Describes me a little
2
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me very well
4
","Describes me exactly
5
","Describes me exactly
5
","Describes me a little
2
","Describes me exactly
5
","Doesn’t describe me at all
1
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.982,2.982,4.268,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,6.53,17.297,18.82,11,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:12,09/05/2023 20:42,IP Address,100,1779,TRUE,09/05/2023 20:42,R_3qeuKoiQsWGHDLk,Woman,35,Master’s degree,New York,White,I immigrated to the USA from another country,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Agree,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Strongly disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat disagree,Agree,Agree,Strongly disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Agree,Somewhat agree,5,6,5,"Does not apply to me at all
1
",2,2,3½,2½,"Describes me moderately
3
","Describes me a little
2
","Describes me very well
4
",2½,3½,"Describes me a little
2
","Describes me very well
4
",1½,3½,1½,"Describes me a little
2
",3½,3½,1½,2½,1½,1½,3½,"Describes me very well
4
","Describes me very well
4
","Describes me very well
4
",2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.742,2.742,3.715,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.516,17.832,19.304,13,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:59,09/05/2023 20:43,IP Address,100,2652,TRUE,09/05/2023 20:43,R_DzOIBqutnWKRtZf,Woman,61,Trade/technical/vocational training,Texas,Black or African American,I was born and raised in the USA,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,5,5,5,"Does not apply to me at all
1
",2,3,"Describes me moderately
3
",1½,2½,2½,3½,"Describes me moderately
3
",3½,3½,2½,3½,"Describes me very well
4
",1½,2½,"Describes me very well
4
","Describes me very well
4
",1½,2½,"Describes me a little
2
","Describes me a little
2
",2½,"Describes me very well
4
","Describes me very well
4
",3½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,24.946,24.946,25.615,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,5.001,17.201,19.869,18,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,0,0,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:38,09/05/2023 20:44,IP Address,100,348,TRUE,09/05/2023 20:44,R_1EZi0jwLNFFW3dS,Man,33,Bachelor’s degree,New York,White,I was born and raised in the USA,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,4,5,4,5,4,"Describes me moderately
3
","Describes me moderately
3
","Describes me moderately
3
","Describes me moderately
3
","Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
",3½,"Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
","Describes me moderately
3
",3½,3½,"Describes me very well
4
",3½,"Describes me very well
4
","Describes me very well
4
","Describes me very well
4
",3½,"Describes me very well
4
",3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,0.468,3.364,4.099,5,10,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,1.159,16.367,19.511,12,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,4,7,6,3,5,5,5,5,5,3,3,The other person would accept,The other person would reject,The other person would accept,The other person would accept,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would reject
09/05/2023 20:37,09/05/2023 20:46,IP Address,100,510,TRUE,09/05/2023 20:46,R_2TMid2fiwRqwxcG,Not listed / Prefer not to say,22,Bachelor’s degree,Florida,Not listed / Prefer not to say,I was born and raised in the USA,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,6,6,"Applies to me perfectly
7
",3,3,5,1½,"Doesn’t describe me at all
1
",3½,3½,"Describes me very well
4
","Describes me very well
4
",3½,"Describes me exactly
5
",3½,"Describes me a little
2
","Describes me very well
4
","Describes me exactly
5
",3½,4½,"Describes me very well
4
",3½,"Doesn’t describe me at all
1
","Describes me a little
2
",1½,2½,3½,"Describes me very well
4
",4½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.494,3.494,4.652,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.108,14.931,15.22,13,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,6,7,8,9,9,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:29,09/05/2023 20:46,IP Address,100,1009,TRUE,09/05/2023 20:46,R_UhliogL4VOwOAz7,Woman,73,Master’s degree,New York,White,I was born and raised in the USA,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
","Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
",4½,"Doesn’t describe me at all
1
","Describes me exactly
5
",1½,"Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
",4½,"Doesn’t describe me at all
1
","Describes me exactly
5
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
",4½,4½,2½,1½,1½,1½,3½,"Describes me a little
2
","Describes me very well
4
","Describes me exactly
5
",1½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,9.367,9.367,10.5,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,8.763,22.767,23.893,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,2,3,4,5,6,6,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:25,09/05/2023 20:46,IP Address,100,1251,TRUE,09/05/2023 20:46,R_30lfEtPcVzvjSaH,Woman,47,Bachelor’s degree,Texas,Asian / Pacific Islander,I immigrated to the USA from another country,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,6,6,6,"Does not apply to me at all
1
",2,"Does not apply to me at all
1
",4½,"Describes me a little
2
","Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
",4½,3½,1½,"Describes me a little
2
",2½,4½,3½,1½,4½,4½,2½,"Describes me moderately
3
","Describes me moderately
3
","Describes me moderately
3
","Describes me moderately
3
",2½,3½,"Describes me very well
4
","Describes me a little
2
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,28.428,28.428,30.276,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,8.717,53.204,56.874,21,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:11,09/05/2023 20:46,IP Address,100,2084,TRUE,09/05/2023 20:46,R_1FkYe4fM4jjWSmM,Man,35,"High school graduate, diploma or the equivalent (for example: GED)",New Jersey,Hispanic or Latino,I was born and raised in the USA,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
","Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me exactly
5
","Describes me very well
4
","Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me very well
4
","Describes me a little
2
","Describes me very well
4
","Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me exactly
5
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me very well
4
","Describes me a little
2
","Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me a little
2
","Describes me exactly
5
","Describes me exactly
5
",4½,"Describes me very well
4
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,14.966,14.966,16.403,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,37.179,89.525,93.603,13,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:34,09/05/2023 20:46,IP Address,100,704,TRUE,09/05/2023 20:46,R_2rN4VVT9Iam4lFD,Woman,45,Bachelor’s degree,Texas,Hispanic or Latino,I was born and raised in the USA,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,6,5,6,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me very well
4
","Describes me moderately
3
","Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me a little
2
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me a little
2
",3½,"Describes me very well
4
",1½,"Describes me moderately
3
",3½,3½,2½,3½,3½,"Doesn’t describe me at all
1
",3½,2½,"Describes me moderately
3
",1½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.979,4.979,9.051,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,10.357,23.516,25.212,11,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,2,2,3,5,5,6,8,9,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:35,09/05/2023 20:46,IP Address,100,673,TRUE,09/05/2023 20:46,R_2CNWKNXe4jM6HCl,Woman,22,"Some college credit, no degree",New York,White,I immigrated to the USA from another country,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,5,5,3,4,5,5,2½,1½,"Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
","Describes me moderately
3
",3½,2½,"Describes me very well
4
","Describes me a little
2
",3½,"Describes me a little
2
",3½,4½,"Describes me exactly
5
","Describes me moderately
3
",3½,"Describes me a little
2
","Describes me moderately
3
",3½,3½,3½,4½,2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.604,4.604,7.493,1,0,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,5.202,30.372,31.976,12,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,1,1,2,3,4,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:35,09/05/2023 20:46,IP Address,100,659,TRUE,09/05/2023 20:46,R_2af1PMZmX0wnccj,Man,30,"High school graduate, diploma or the equivalent (for example: GED)",Texas,White,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
",4,4,5,"Describes me exactly
5
","Describes me a little
2
",2½,"Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me exactly
5
","Describes me exactly
5
",2½,2½,"Describes me very well
4
","Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me very well
4
",3½,"Doesn’t describe me at all
1
","Describes me very well
4
","Describes me very well
4
","Describes me a little
2
","Doesn’t describe me at all
1
",4½,"Describes me exactly
5
","Describes me very well
4
",4½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,16.512,16.512,18.63,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,0,0,12.455,0,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,6,6,7,7,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
