Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему.,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему. Quantised,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи.,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи. Quantised,"values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни.","values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни. Quantised","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает.","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает. Quantised","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность.","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность. Quantised","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей.","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей. Quantised","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять.","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять. Quantised",values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания.,values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания. Quantised,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя.,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя. Quantised,"values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других.","values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других. Quantised",values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии.,values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии. Quantised,"values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения.","values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения. Quantised","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь.,values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь. Quantised,"values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным.","values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным. Quantised","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит.","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит. Quantised",values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям.,values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям. Quantised,"values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё.","values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё. Quantised","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй.","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй. Quantised","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие.","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие. Quantised"
1,1742974739171,26/03/2025 07:38,1742985539171,3,26/03/2025 13:38,209877,4,questionnaire-x8dj,,44724115,BLINDED,13035358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1536x960,1495x766,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Отчасти про меня (4),4
1,1742974876081,26/03/2025 07:41,1742985676081,3,26/03/2025 13:41,209877,4,questionnaire-x8dj,,44724179,BLINDED,13035359,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,390x844,390x648,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1742975175585,26/03/2025 07:46,1742985975585,3,26/03/2025 13:46,209877,4,questionnaire-x8dj,,44724311,BLINDED,13035361,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,390x844,390x648,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5
1,1742975356661,26/03/2025 07:49,1742986156661,3,26/03/2025 13:49,209877,4,questionnaire-x8dj,,44724388,BLINDED,13035368,,complete,,,mobile,Apple iPhone,iOS 18.0.1,Mobile Safari 18.0.1,430x932,430x729,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6
1,1742974793923,26/03/2025 07:39,1742985593923,3,26/03/2025 13:39,209877,4,questionnaire-x8dj,,44724138,BLINDED,13035370,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3.1,393x852,393x649,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1742974999488,26/03/2025 07:43,1742985799488,3,26/03/2025 13:43,209877,4,questionnaire-x8dj,,44724230,BLINDED,13035379,,complete,,,mobile,Apple iPhone,iOS 17.4.1,Mobile Safari 17.4.1,414x896,414x714,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6
1,1742976640398,26/03/2025 08:10,1742987440398,3,26/03/2025 14:10,209877,4,questionnaire-x8dj,,44724841,BLINDED,13035378,,live,,,mobile,undefined K,Android 14,Chrome 134.0.6998.108,384x832,384x700,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1742975209377,26/03/2025 07:46,1742986009377,3,26/03/2025 13:46,209877,4,questionnaire-x8dj,,44724328,BLINDED,13035423,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,390x844,390x648,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5
1,1742975511217,26/03/2025 07:51,1742986311217,3,26/03/2025 13:51,209877,4,questionnaire-x8dj,,44724454,BLINDED,13035376,,complete,,,mobile,Apple iPhone,iOS 17.4.1,Mobile Safari 17.4.1,414x896,414x711,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3
1,1742975622489,26/03/2025 07:53,1742986422489,3,26/03/2025 13:53,209877,4,questionnaire-x8dj,,44724515,BLINDED,13035454,,complete,,,mobile,undefined K,Android 14,Chrome 134.0.6998.39,384x854,384x714,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2
1,1742975872022,26/03/2025 07:57,1742986672022,3,26/03/2025 13:57,209877,4,questionnaire-x8dj,,44724604,BLINDED,13035472,,complete,,,mobile,Apple iPhone,iOS 18.0.1,Mobile Safari 18.0.1,390x844,390x648,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5
1,1742976815518,26/03/2025 08:13,1742987615518,3,26/03/2025 14:13,209877,4,questionnaire-x8dj,,44724891,BLINDED,13035481,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3,393x852,393x659,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,,,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6
1,1743407050984,31/03/2025 07:44,1743417850984,3,31/03/2025 13:44,209877,4,questionnaire-x8dj,,44944048,BLINDED,13074923,,complete,,,mobile,undefined K,Android 12,Chrome 134.0.6998.135,360x825,360x728,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4
1,1743406786935,31/03/2025 07:39,1743417586935,3,31/03/2025 13:39,209877,4,questionnaire-x8dj,,44943941,BLINDED,13074905,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Mobile Safari 16.5.1,414x896,414x699,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1743406931777,31/03/2025 07:42,1743417731777,3,31/03/2025 13:42,209877,4,questionnaire-x8dj,,44944003,BLINDED,13074904,,complete,,,mobile,undefined K,Android 13,Chrome 134.0.6998.109,393x873,392x767,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1743408032206,31/03/2025 08:00,1743418832206,3,31/03/2025 14:00,209877,4,questionnaire-x8dj,,44944493,BLINDED,13075005,,complete,,,mobile,undefined K,Android 13,Chrome 134.0.6998.135,360x806,360x662,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1
1,1745864283191,28/04/2025 18:18,1745875083191,3,29/04/2025 00:18,209877,4,questionnaire-x8dj,,45708401,BLINDED,13300293,,complete,,,mobile,Apple iPhone,iOS 18.1,Mobile Safari 18.1,393x852,393x656,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1745869709760,28/04/2025 19:48,1745880509760,3,29/04/2025 01:48,209877,4,questionnaire-x8dj,,45710772,BLINDED,13301121,,live,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x864,1488x748,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3
1,1745940121355,29/04/2025 15:22,1745950921355,3,29/04/2025 21:22,209877,4,questionnaire-x8dj,,45733066,BLINDED,13308331,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x641,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1745939897906,29/04/2025 15:18,1745950697906,3,29/04/2025 21:18,209877,4,questionnaire-x8dj,,45732975,BLINDED,13308255,,complete,,,mobile,undefined K,Android 11,Chrome 135.0.7049.110,393x851,392x718,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3
1,1745940122010,29/04/2025 15:22,1745950922010,3,29/04/2025 21:22,209877,4,questionnaire-x8dj,,45733076,BLINDED,13308251,,live,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,393x852,393x649,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1745940121172,29/04/2025 15:22,1745950921172,3,29/04/2025 21:22,209877,4,questionnaire-x8dj,,45733067,BLINDED,13308277,,complete,,,mobile,undefined K,Android 13,Chrome 135.0.7049.100,393x873,392x735,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5
1,1745940047276,29/04/2025 15:20,1745950847276,3,29/04/2025 21:20,209877,4,questionnaire-x8dj,,45733046,BLINDED,13308269,,complete,,,mobile,undefined K,Android 14,Chrome 135.0.7049.111,384x832,384x733,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3
1,1745941366930,29/04/2025 15:42,1745952166930,3,29/04/2025 21:42,209877,4,questionnaire-x8dj,,45733631,BLINDED,13308568,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1366x768,1358x654,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5
1,1745942392188,29/04/2025 15:59,1745953192188,3,29/04/2025 21:59,209877,4,questionnaire-x8dj,,45734384,BLINDED,13308670,,live,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,414x699,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3
1,1745944832557,29/04/2025 16:40,1745955632557,3,29/04/2025 22:40,209877,4,questionnaire-x8dj,,45735050,BLINDED,13308953,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1528x738,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5
1,1745950492085,29/04/2025 18:14,1745961292085,3,30/04/2025 00:14,209877,4,questionnaire-x8dj,,45736718,BLINDED,13309676,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x960,1488x844,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5
1,1746013348553,30/04/2025 11:42,1746049348553,10,01/05/2025 07:42,209877,4,questionnaire-x8dj,,45758152,BLINDED,13315463,,complete,,,mobile,Apple iPhone,iOS 17.7.1,Mobile Safari 17.7.1,390x844,390x648,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2,Отчасти про меня (4),4
